# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Nov  2 16:07:55 2016
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
#
rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim
2524,Kepler-512,b,1,34.43587975,0.00008258,-0.00008258,0,,,,,0.240,0.044,-0.028,0
2525,Kepler-513,b,1,28.86235584,0.00006735,-0.00006735,0,,,,,0.196,0.028,-0.018,0
2526,Kepler-514,b,1,5.65179605,0.00001087,-0.00001087,0,,,,,0.153,0.025,-0.017,0
2527,Kepler-515,b,1,19.96371318,0.00005659,-0.00005659,0,,,,,0.130,0.005,-0.004,0
2528,Kepler-516,b,1,24.85462415,0.00002819,-0.00002819,0,,,,,0.512,0.128,-0.103,0
2529,Kepler-517,b,1,60.92832271,0.00007053,-0.00007053,0,,,,,0.238,0.029,-0.020,0
2530,Kepler-518,b,1,8.51203588,0.00000450,-0.00000450,0,,,,,0.188,0.004,-0.004,0
2531,Kepler-519,b,1,24.30789460,0.00002446,-0.00002446,0,,,,,0.187,0.005,-0.004,0
2532,Kepler-52,b,3,7.87735650,0.00003800,-0.00003800,0,8.70000,,,1,0.187,,,0
2533,Kepler-52,c,3,16.38500210,0.00014000,-0.00014000,0,10.41000,,,1,0.164,,,0
2534,Kepler-52,d,3,36.44517100,0.00025300,-0.00025300,0,,,,,0.174,0.019,-0.019,0
2535,Kepler-520,b,2,19.67416124,0.00005245,-0.00005245,0,,,,,0.148,0.025,-0.009,0
2536,Kepler-520,c,2,5.21104261,0.00001231,-0.00001231,0,,,,,0.095,0.006,-0.004,0
2537,Kepler-521,b,1,22.20813214,0.00004013,-0.00004013,0,,,,,0.284,0.028,-0.021,0
2538,Kepler-522,b,1,38.58422849,0.00004568,-0.00004568,0,,,,,0.616,0.134,-0.108,0
2539,Kepler-523,b,1,5.83598311,0.00000466,-0.00000466,0,,,,,0.175,0.007,-0.005,0
2540,Kepler-524,b,2,7.97419807,0.00002038,-0.00002038,0,,,,,0.170,0.012,-0.011,0
2541,Kepler-524,c,2,1.88897906,0.00001070,-0.00001070,0,,,,,0.086,0.007,-0.006,0
2542,Kepler-525,b,1,18.68404933,0.00005589,-0.00005589,0,,,,,0.235,0.034,-0.046,0
2543,Kepler-526,b,1,5.45849832,0.00000907,-0.00000907,0,,,,,0.178,0.014,-0.015,0
2544,Kepler-527,b,1,13.28535633,0.00002409,-0.00002409,0,,,,,0.253,0.120,-0.041,0
2545,Kepler-528,b,1,19.78297415,0.00006532,-0.00006532,0,,,,,0.186,0.026,-0.017,0
2546,Kepler-529,b,2,1.98035766,0.00000231,-0.00000231,0,,,,,0.166,0.022,-0.015,0
2547,Kepler-529,c,2,12.83450220,0.00003659,-0.00003659,0,,,,,0.178,0.037,-0.019,0
2548,Kepler-53,b,3,18.64895250,0.00016000,-0.00016000,0,18.41000,,,1,0.258,,,0
2549,Kepler-53,c,3,38.55830380,0.00041000,-0.00041000,0,15.74000,,,1,0.283,,,0
2550,Kepler-53,d,3,9.75196200,0.00007700,-0.00007700,0,,,,,0.189,0.094,-0.094,0
2551,Kepler-530,b,1,39.30941904,0.00004834,-0.00004834,0,,,,,0.269,0.015,-0.009,0
2552,Kepler-531,b,1,29.88485741,0.00003246,-0.00003246,0,,,,,0.248,0.007,-0.017,0
2553,Kepler-532,b,1,12.92491623,0.00001230,-0.00001230,0,,,,,0.229,0.019,-0.012,0
2554,Kepler-533,b,1,28.51120525,0.00002321,-0.00002321,0,,,,,0.302,0.007,-0.029,0
2555,Kepler-534,b,1,15.95994513,0.00002216,-0.00002216,0,,,,,0.200,0.007,-0.006,0
2556,Kepler-535,b,1,4.90332155,0.00000454,-0.00000454,0,,,,,0.211,0.029,-0.019,0
2557,Kepler-536,b,1,1.82708230,0.00000044,-0.00000044,0,,,,,0.277,0.034,-0.020,0
2558,Kepler-537,b,1,3.24755522,0.00000526,-0.00000526,0,,,,,0.126,0.005,-0.004,0
2559,Kepler-538,b,1,81.73780699,0.00009326,-0.00009326,0,,,,,0.202,0.009,-0.008,0
2560,Kepler-539,b,2,125.63243000,0.00071000,-0.00071000,0,0.97000,0.29000,-0.29000,0,0.747,0.017,-0.017,0
2561,Kepler-539,c,2,1000.00000000,,,-1,2.40000,1.20000,-1.20000,0,,,,
2562,Kepler-54,b,3,8.01094340,0.00006900,-0.00006900,0,0.92000,,,1,0.187,,,0
2563,Kepler-54,c,3,12.07172490,0.00029000,-0.00029000,0,0.37000,,,1,0.110,,,0
2564,Kepler-54,d,3,20.99569400,0.00014300,-0.00014300,0,,,,,0.136,0.007,-0.007,0
2565,Kepler-540,b,1,172.70497840,0.00053560,-0.00053560,0,,,,,0.242,0.034,-0.023,0
2566,Kepler-541,b,1,5.08005848,0.00001338,-0.00001338,0,,,,,0.300,0.052,-0.050,0
2567,Kepler-542,b,1,13.14497566,0.00003491,-0.00003491,0,,,,,0.140,0.009,-0.010,0
2568,Kepler-543,b,1,13.89961966,0.00001102,-0.00001102,0,,,,,0.223,0.011,-0.023,0
2569,Kepler-544,b,1,21.41616926,0.00008095,-0.00008095,0,,,,,0.189,0.017,-0.012,0
2570,Kepler-545,b,1,13.24934059,0.00002104,-0.00002104,0,,,,,0.240,0.027,-0.019,0
2571,Kepler-546,b,1,4.14702026,0.00000088,-0.00000088,0,,,,,0.624,0.172,-0.069,0
2572,Kepler-547,b,1,6.01038429,0.00000157,-0.00000157,0,,,,,0.357,0.012,-0.028,0
2573,Kepler-548,b,1,4.45419434,0.00000038,-0.00000038,0,,,,,1.070,0.195,-0.098,0
2574,Kepler-549,b,2,42.94956490,0.00015430,-0.00015430,0,,,,,0.229,0.021,-0.015,0
2575,Kepler-549,c,2,117.04049800,0.00177700,-0.00177700,0,,,,,0.261,0.022,-0.053,0
2576,Kepler-55,b,5,27.94814490,0.00024000,-0.00024000,0,1.49000,,,1,0.217,,,0
2577,Kepler-55,c,5,42.15164180,0.00053000,-0.00053000,0,1.11000,,,1,0.197,,,0
2578,Kepler-55,d,5,2.21109900,0.00000400,-0.00000400,0,,,,,0.142,0.008,-0.008,0
2579,Kepler-55,e,5,4.61753400,0.00002100,-0.00002100,0,,,,,0.138,0.021,-0.021,0
2580,Kepler-55,f,5,10.19854500,0.00004500,-0.00004500,0,,,,,0.142,0.009,-0.009,0
2581,Kepler-550,b,1,8.60010411,0.00000425,-0.00000425,0,,,,,0.394,0.030,-0.024,0
2582,Kepler-551,b,1,12.37646610,0.00001298,-0.00001298,0,,,,,0.244,0.022,-0.013,0
2583,Kepler-552,b,1,5.26341577,0.00000290,-0.00000290,0,,,,,0.352,0.073,-0.051,0
2584,Kepler-553,b,2,4.03046804,0.00000164,-0.00000164,0,,,,,0.413,0.012,-0.016,0
2585,Kepler-553,c,2,328.23995460,0.00036460,-0.00036460,0,,,,,0.999,0.029,-0.028,0
2586,Kepler-554,b,1,1.90220856,0.00000041,-0.00000041,0,,,,,0.383,0.024,-0.019,0
2587,Kepler-555,b,1,16.21775407,0.00002890,-0.00002890,0,,,,,0.252,0.050,-0.026,0
2588,Kepler-556,b,1,11.72292176,0.00002381,-0.00002381,0,,,,,0.200,0.018,-0.011,0
2589,Kepler-557,b,1,3.70598955,0.00000487,-0.00000487,0,,,,,0.238,0.071,-0.034,0
2590,Kepler-558,b,1,29.00790538,0.00008906,-0.00008906,0,,,,,0.211,0.015,-0.012,0
2591,Kepler-559,b,1,17.58752333,0.00002056,-0.00002056,0,,,,,0.322,0.057,-0.032,0
2592,Kepler-56,b,3,10.50160000,0.00110000,-0.00100000,0,0.07000,0.01200,-0.01100,0,0.581,0.026,-0.025,0
2593,Kepler-56,c,3,21.40239000,0.00059000,-0.00062000,0,0.57000,0.06600,-0.06000,0,0.874,0.041,-0.041,0
2594,Kepler-56,d,3,1002.00000000,5.00000000,-5.00000000,0,5.61000,0.38000,-0.38000,0,,,,
2595,Kepler-560,b,1,18.47764449,0.00001517,-0.00001517,0,,,,,0.153,0.008,-0.008,0
2596,Kepler-561,b,2,58.36204950,0.00003229,-0.00003229,0,,,,,0.621,0.108,-0.054,0
2597,Kepler-561,c,2,5.35016198,0.00000443,-0.00000443,0,,,,,0.239,0.038,-0.022,0
2598,Kepler-562,b,1,18.00931444,0.00000990,-0.00000990,0,,,,,0.465,0.057,-0.036,0
2599,Kepler-563,b,1,22.18432708,0.00002500,-0.00002500,0,,,,,0.276,0.015,-0.018,0
2600,Kepler-564,b,1,3.75083228,0.00000122,-0.00000122,0,,,,,0.413,0.059,-0.032,0
2601,Kepler-565,b,1,4.24374723,0.00000293,-0.00000293,0,,,,,0.325,0.045,-0.024,0
2602,Kepler-566,b,1,18.42794624,0.00004230,-0.00004230,0,,,,,0.192,0.012,-0.012,0
2603,Kepler-567,b,1,16.54297375,0.00004149,-0.00004149,0,,,,,0.201,0.013,-0.011,0
2604,Kepler-568,b,1,11.02347475,0.00000766,-0.00000766,0,,,,,0.202,0.007,-0.007,0
2605,Kepler-569,b,1,34.18890521,0.00006016,-0.00006016,0,,,,,0.282,0.020,-0.015,0
2606,Kepler-57,b,2,5.72931960,0.00001800,-0.00001800,0,18.86000,,,1,0.195,,,0
2607,Kepler-57,c,2,11.60925670,0.00008600,-0.00008600,0,6.95000,,,1,0.138,,,0
2608,Kepler-570,b,1,4.30166200,0.00000310,-0.00000310,0,,,,,0.219,0.030,-0.013,0
2609,Kepler-571,b,1,4.79859939,0.00000540,-0.00000540,0,,,,,0.236,0.029,-0.015,0
2610,Kepler-572,b,1,17.20523483,0.00002222,-0.00002222,0,,,,,0.230,0.016,-0.015,0
2611,Kepler-573,b,1,22.18329658,0.00004593,-0.00004593,0,,,,,0.249,0.032,-0.021,0
2612,Kepler-574,b,1,7.65880414,0.00001346,-0.00001346,0,,,,,0.213,0.029,-0.014,0
2613,Kepler-575,b,1,9.37891944,0.00002371,-0.00002371,0,,,,,0.213,0.046,-0.019,0
2614,Kepler-576,b,1,29.91136794,0.00009909,-0.00009909,0,,,,,0.292,0.075,-0.035,0
2615,Kepler-577,b,1,25.69578251,0.00006320,-0.00006320,0,,,,,0.227,0.034,-0.013,0
2616,Kepler-578,b,1,1.61688370,0.00000123,-0.00000123,0,,,,,0.178,0.016,-0.020,0
2617,Kepler-579,b,1,9.66857723,0.00001920,-0.00001920,0,,,,,0.178,0.031,-0.016,0
2618,Kepler-58,b,3,10.21849540,0.00015000,-0.00015000,0,1.39000,,,1,0.248,,,0
2619,Kepler-58,c,3,15.57415680,0.00027000,-0.00027000,0,2.19000,,,1,0.255,,,0
2620,Kepler-58,d,3,40.10137100,0.00061200,-0.00061200,0,,,,,0.262,0.125,-0.125,0
2621,Kepler-580,b,1,8.22241966,0.00000979,-0.00000979,0,,,,,0.229,0.026,-0.012,0
2622,Kepler-581,b,1,40.60698210,0.00017440,-0.00017440,0,,,,,0.235,0.050,-0.026,0
2623,Kepler-582,b,1,18.49235668,0.00002487,-0.00002487,0,,,,,0.328,0.049,-0.030,0
2624,Kepler-583,b,1,6.51002530,0.00001381,-0.00001381,0,,,,,0.203,0.026,-0.013,0
2625,Kepler-584,b,1,35.18103040,0.00009392,-0.00009392,0,,,,,0.376,0.142,-0.050,0
2626,Kepler-585,b,1,2.75235975,0.00000142,-0.00000142,0,,,,,0.252,0.049,-0.024,0
2627,Kepler-586,b,1,2.10472218,0.00000092,-0.00000092,0,,,,,0.249,0.032,-0.018,0
2628,Kepler-587,b,1,10.94027841,0.00002949,-0.00002949,0,,,,,0.199,0.057,-0.015,0
2629,Kepler-588,b,1,4.22162536,0.00000475,-0.00000475,0,,,,,0.235,0.045,-0.020,0
2630,Kepler-589,b,1,16.54964934,0.00004571,-0.00004571,0,,,,,0.203,0.016,-0.011,0
2631,Kepler-59,b,2,11.86817070,0.00036000,-0.00036000,0,2.05000,,,1,0.098,,,0
2632,Kepler-59,c,2,17.98012350,0.00030000,-0.00030000,0,1.37000,,,1,0.177,,,0
2633,Kepler-590,b,1,5.85296257,0.00000474,-0.00000474,0,,,,,0.359,0.097,-0.045,0
2634,Kepler-591,b,1,81.16942990,0.00031990,-0.00031990,0,,,,,0.302,0.049,-0.022,0
2635,Kepler-592,b,1,2.82019241,0.00000379,-0.00000379,0,,,,,0.213,0.052,-0.022,0
2636,Kepler-593,b,1,21.21708973,0.00005927,-0.00005927,0,,,,,0.256,0.062,-0.026,0
2637,Kepler-594,b,1,13.64618192,0.00003489,-0.00003489,0,,,,,0.194,0.020,-0.013,0
2638,Kepler-595,b,1,25.30292332,0.00003003,-0.00003003,0,,,,,0.340,0.025,-0.015,0
2639,Kepler-596,b,1,21.30022655,0.00004193,-0.00004193,0,,,,,0.309,0.145,-0.042,0
2640,Kepler-597,b,1,13.02365861,0.00002728,-0.00002728,0,,,,,0.211,0.029,-0.012,0
2641,Kepler-598,b,1,3.70175428,0.00000971,-0.00000971,0,,,,,0.134,0.011,-0.008,0
2642,Kepler-599,b,1,15.65562652,0.00003161,-0.00003161,0,,,,,0.253,0.013,-0.029,0
2643,Kepler-6,b,1,3.23469960,0.00000040,-0.00000040,0,0.66800,0.03800,-0.03500,0,1.304,0.018,-0.033,0
2644,Kepler-60,b,3,7.13340000,0.00010000,-0.00010000,0,0.01318,0.00176,-0.00164,0,0.153,0.012,-0.012,0
2645,Kepler-60,c,3,8.91870000,0.00020000,-0.00020000,0,0.01211,0.00255,-0.00255,0,0.170,0.013,-0.013,0
2646,Kepler-60,d,3,11.89810000,0.00020000,-0.00020000,0,0.01309,0.00264,-0.00236,0,0.178,0.014,-0.014,0
2647,Kepler-600,b,1,23.67517607,0.00005668,-0.00005668,0,,,,,0.259,0.019,-0.035,0
2648,Kepler-601,b,1,5.37886844,0.00000727,-0.00000727,0,,,,,0.170,0.024,-0.016,0
2649,Kepler-602,b,1,15.28469497,0.00006919,-0.00006919,0,,,,,0.186,0.058,-0.029,0
2650,Kepler-603,b,3,21.05358596,0.00008943,-0.00008943,0,,,,,0.236,0.053,-0.023,0
2651,Kepler-603,c,3,127.90757740,0.00049990,-0.00049990,0,,,,,0.580,0.132,-0.055,0
2652,Kepler-603,d,3,6.21712920,0.00004234,-0.00004234,0,,,,,0.118,0.022,-0.012,0
2653,Kepler-604,b,1,25.85501786,0.00009434,-0.00009434,0,,,,,0.231,0.044,-0.024,0
2654,Kepler-605,b,2,3.38353807,0.00000511,-0.00000511,0,,,,,0.128,0.015,-0.008,0
2655,Kepler-605,c,2,2.35895152,0.00000837,-0.00000837,0,,,,,0.077,0.010,-0.005,0
2656,Kepler-606,b,1,24.31575992,0.00007998,-0.00007998,0,,,,,0.295,0.113,-0.045,0
2657,Kepler-607,b,1,0.63816320,0.00000168,-0.00000168,0,,,,,0.078,0.005,-0.006,0
2658,Kepler-608,b,1,6.41251504,0.00000542,-0.00000542,0,,,,,0.325,0.064,-0.039,0
2659,Kepler-609,b,1,6.52121067,0.00000864,-0.00000864,0,,,,,0.299,0.095,-0.039,0
2660,Kepler-61,b,1,59.87756000,0.00020000,-0.00020000,0,,,,,0.192,0.012,-0.012,0
2661,Kepler-610,b,2,6.99692655,0.00000559,-0.00000559,0,,,,,0.374,0.103,-0.040,0
2662,Kepler-610,c,2,151.86392000,0.00111800,-0.00111800,0,,,,,0.294,0.075,-0.033,0
2663,Kepler-611,b,1,2.43703330,0.00000503,-0.00000503,0,,,,,0.147,0.045,-0.013,0
2664,Kepler-612,b,1,3.72215641,0.00000376,-0.00000376,0,,,,,0.253,0.059,-0.024,0
2665,Kepler-613,b,1,15.77979614,0.00004258,-0.00004258,0,,,,,0.204,0.036,-0.015,0
2666,Kepler-614,b,1,14.03491514,0.00002597,-0.00002597,0,,,,,0.213,0.018,-0.015,0
2667,Kepler-615,b,1,10.35584657,0.00001854,-0.00001854,0,,,,,0.155,0.008,-0.009,0
2668,Kepler-616,b,2,9.99761851,0.00002138,-0.00002138,0,,,,,0.217,0.029,-0.018,0
2669,Kepler-616,c,2,90.41135560,0.00045220,-0.00045220,0,,,,,0.304,0.051,-0.027,0
2670,Kepler-617,b,1,1.68269615,0.00000111,-0.00000111,0,,,,,0.118,0.006,-0.006,0
2671,Kepler-618,b,1,3.59576964,0.00000882,-0.00000882,0,,,,,0.232,0.070,-0.037,0
2672,Kepler-619,b,2,5.40427220,0.00000555,-0.00000555,0,,,,,0.282,0.058,-0.028,0
2673,Kepler-619,c,2,1.20846503,0.00000167,-0.00000167,0,,,,,0.151,0.035,-0.015,0
2674,Kepler-62,b,5,5.71493200,0.00000900,-0.00000900,0,0.03000,,,1,0.117,0.004,-0.004,0
2675,Kepler-62,c,5,12.44170000,0.00010000,-0.00010000,0,0.01300,,,1,0.048,0.003,-0.003,0
2676,Kepler-62,d,5,18.16406000,0.00002000,-0.00002000,0,0.04400,,,1,0.174,0.006,-0.006,0
2677,Kepler-62,e,5,122.38740000,0.00080000,-0.00080000,0,0.11300,,,1,0.144,0.004,-0.004,0
2678,Kepler-62,f,5,267.29100000,0.00500000,-0.00500000,0,0.11000,,,1,0.126,0.006,-0.006,0
2679,Kepler-620,b,1,12.91375431,0.00004951,-0.00004951,0,,,,,0.296,0.109,-0.062,0
2680,Kepler-621,b,1,2.62811375,0.00000177,-0.00000177,0,,,,,0.205,0.006,-0.017,0
2681,Kepler-622,b,1,14.28226676,0.00002663,-0.00002663,0,,,,,0.190,0.025,-0.014,0
2682,Kepler-623,b,1,9.07097734,0.00001283,-0.00001283,0,,,,,0.269,0.030,-0.019,0
2683,Kepler-624,b,1,14.58649607,0.00002876,-0.00002876,0,,,,,0.206,0.029,-0.021,0
2684,Kepler-625,b,2,7.75192492,0.00001063,-0.00001063,0,,,,,0.178,0.005,-0.004,0
2685,Kepler-625,c,2,4.16536510,0.00001304,-0.00001304,0,,,,,0.094,0.004,-0.003,0
2686,Kepler-626,b,1,14.48585199,0.00002363,-0.00002363,0,,,,,0.204,0.025,-0.018,0
2687,Kepler-627,b,1,40.69944430,0.00017830,-0.00017830,0,,,,,0.333,0.143,-0.073,0
2688,Kepler-628,b,1,15.45805670,0.00000295,-0.00000295,0,,,,,0.749,0.145,-0.126,0
2689,Kepler-629,b,1,7.23858540,0.00001180,-0.00001180,0,,,,,0.123,0.005,-0.004,0
2690,Kepler-63,b,1,9.43415050,0.00000100,-0.00000100,0,0.37800,,,1,0.545,0.018,-0.018,0
2691,Kepler-630,b,1,161.47439370,0.00090110,-0.00090110,0,,,,,0.284,0.030,-0.030,0
2692,Kepler-631,b,1,17.97979059,0.00003770,-0.00003770,0,,,,,0.259,0.029,-0.021,0
2693,Kepler-632,b,1,30.99660733,0.00004756,-0.00004756,0,,,,,0.197,0.029,-0.007,0
2694,Kepler-633,b,1,8.50340718,0.00002680,-0.00002680,0,,,,,0.145,0.028,-0.019,0
2695,Kepler-634,b,1,5.16950177,0.00001029,-0.00001029,0,,,,,0.169,0.027,-0.022,0
2696,Kepler-635,b,1,23.44971004,0.00007672,-0.00007672,0,,,,,0.236,0.032,-0.024,0
2697,Kepler-636,b,1,16.08066115,0.00000560,-0.00000560,0,,,,,0.397,0.012,-0.012,0
2698,Kepler-637,b,1,23.20584623,0.00005368,-0.00005368,0,,,,,0.424,0.045,-0.050,0
2699,Kepler-638,b,1,6.07972888,0.00001513,-0.00001513,0,,,,,0.163,0.050,-0.028,0
2700,Kepler-639,b,1,10.21420496,0.00002131,-0.00002131,0,,,,,0.212,0.049,-0.030,0
2701,Kepler-640,b,1,22.24813967,0.00003515,-0.00003515,0,,,,,0.228,0.007,-0.020,0
2702,Kepler-641,b,1,9.48961571,0.00002398,-0.00002398,0,,,,,0.165,0.028,-0.022,0
2703,Kepler-642,b,1,4.41745855,0.00000660,-0.00000660,0,,,,,0.259,0.116,-0.050,0
2704,Kepler-643,b,1,16.33889626,0.00001826,-0.00001826,0,,,,,0.906,0.031,-0.024,0
2705,Kepler-644,b,1,3.17391710,0.00000423,-0.00000423,0,,,,,0.281,0.103,-0.054,0
2706,Kepler-645,b,1,3.27582262,0.00000477,-0.00000477,0,,,,,0.187,0.056,-0.025,0
2707,Kepler-646,b,1,15.87364565,0.00004300,-0.00004300,0,,,,,0.178,0.033,-0.017,0
2708,Kepler-647,b,1,16.22546490,0.00015560,-0.00015560,0,,,,,0.104,0.012,-0.010,0
2709,Kepler-648,b,1,17.42117490,0.00002066,-0.00002066,0,,,,,0.287,0.011,-0.021,0
2710,Kepler-649,b,1,29.90722674,0.00005373,-0.00005373,0,,,,,0.202,0.012,-0.011,0
2711,Kepler-65,b,3,2.15491000,0.00000500,-0.00000500,0,,,,,0.127,0.003,-0.003,0
2712,Kepler-65,c,3,5.85994400,0.00000300,-0.00000300,0,,,,,0.230,0.005,-0.005,0
2713,Kepler-65,d,3,8.13123000,0.00002000,-0.00002000,0,,,,,0.136,0.004,-0.004,0
2714,Kepler-650,b,1,3.03214559,0.00000331,-0.00000331,0,,,,,0.264,0.045,-0.040,0
2715,Kepler-651,b,1,21.38521506,0.00003880,-0.00003880,0,,,,,0.211,0.020,-0.012,0
2716,Kepler-652,b,1,4.18200253,0.00000172,-0.00000172,0,,,,,0.222,0.005,-0.004,0
2717,Kepler-653,b,2,14.70748976,0.00003759,-0.00003759,0,,,,,0.174,0.026,-0.023,0
2718,Kepler-653,c,2,0.90037648,0.00000363,-0.00000363,0,,,,,0.070,0.012,-0.011,0
2719,Kepler-654,b,1,13.72465129,0.00005006,-0.00005006,0,,,,,0.185,0.033,-0.023,0
2720,Kepler-655,b,1,46.40633580,0.00016510,-0.00016510,0,,,,,0.242,0.037,-0.024,0
2721,Kepler-656,b,1,1.26025909,0.00000066,-0.00000066,0,,,,,0.278,0.019,-0.030,0
2722,Kepler-657,b,1,24.54350418,0.00006435,-0.00006435,0,,,,,0.314,0.062,-0.029,0
2723,Kepler-658,b,1,1.28707676,0.00000119,-0.00000119,0,,,,,0.145,0.005,-0.005,0
2724,Kepler-659,b,1,17.67179600,0.00005558,-0.00005558,0,,,,,0.223,0.029,-0.021,0
2725,Kepler-66,b,1,17.81581500,0.00007500,-0.00007500,0,,,,,0.250,0.014,-0.014,0
2726,Kepler-660,b,1,9.27358194,0.00001178,-0.00001178,0,,,,,0.229,0.010,-0.015,0
2727,Kepler-661,b,1,6.02930132,0.00000536,-0.00000536,0,,,,,0.274,0.011,-0.019,0
2728,Kepler-662,b,1,21.67697486,0.00006711,-0.00006711,0,,,,,0.194,0.010,-0.011,0
2729,Kepler-663,b,1,4.99678284,0.00001448,-0.00001448,0,,,,,0.232,0.018,-0.014,0
2730,Kepler-664,b,1,2.52559332,0.00000367,-0.00000367,0,,,,,0.237,0.061,-0.022,0
2731,Kepler-665,b,1,16.01310205,0.00004308,-0.00004308,0,,,,,0.232,0.013,-0.013,0
2732,Kepler-666,b,1,4.49876092,0.00001769,-0.00001769,0,,,,,0.214,0.052,-0.025,0
2733,Kepler-667,b,1,41.43962808,0.00008183,-0.00008183,0,,,,,0.422,0.035,-0.025,0
2734,Kepler-668,b,1,8.35390639,0.00001695,-0.00001695,0,,,,,0.241,0.021,-0.016,0
2735,Kepler-669,b,1,4.12554687,0.00000310,-0.00000310,0,,,,,0.431,0.114,-0.049,0
2736,Kepler-67,b,1,15.72590000,0.00011000,-0.00011000,0,,,,,0.262,0.014,-0.014,0
2737,Kepler-670,b,1,2.81650485,0.00000015,-0.00000015,0,,,,,1.176,0.262,-0.108,0
2738,Kepler-671,b,1,4.28095859,0.00000648,-0.00000648,0,,,,,0.240,0.044,-0.018,0
2739,Kepler-672,b,1,38.37746230,0.00015550,-0.00015550,0,,,,,0.223,0.029,-0.016,0
2740,Kepler-673,b,1,3.72873109,0.00000093,-0.00000093,0,,,,,0.583,0.047,-0.043,0
2741,Kepler-674,b,1,2.24338185,0.00000272,-0.00000272,0,,,,,0.151,0.009,-0.006,0
2742,Kepler-675,b,1,2.33743801,0.00000207,-0.00000207,0,,,,,0.218,0.021,-0.014,0
2743,Kepler-676,b,1,11.59822172,0.00001399,-0.00001399,0,,,,,0.271,0.012,-0.030,0
2744,Kepler-677,b,1,6.57531678,0.00000369,-0.00000369,0,,,,,0.480,0.104,-0.037,0
2745,Kepler-678,b,1,7.27503724,0.00000427,-0.00000427,0,,,,,0.459,0.059,-0.031,0
2746,Kepler-679,b,1,12.39358604,0.00003829,-0.00003829,0,,,,,0.269,0.029,-0.035,0
2747,Kepler-68,b,3,5.39875000,,,0,0.01878,0.00535,-0.00535,0,0.208,0.002,-0.002,0
2748,Kepler-68,c,3,9.60504000,,,0,0.02265,,,1,0.089,0.002,-0.002,0
2749,Kepler-68,d,3,625.00000000,16.00000000,-16.00000000,0,0.84007,0.05034,-0.05034,0,,,,
2750,Kepler-680,b,1,3.68992629,0.00000943,-0.00000943,0,,,,,0.216,0.073,-0.022,0
2751,Kepler-681,b,1,26.39435646,0.00006078,-0.00006078,0,,,,,0.275,0.014,-0.014,0
2752,Kepler-682,b,1,12.61190667,0.00000646,-0.00000646,0,,,,,0.658,0.069,-0.045,0
2753,Kepler-683,b,1,2.53918318,0.00000511,-0.00000511,0,,,,,0.176,0.030,-0.015,0
2754,Kepler-684,b,1,6.77030201,0.00000886,-0.00000886,0,,,,,0.300,0.027,-0.027,0
2755,Kepler-685,b,1,1.62552220,0.00000015,-0.00000015,0,,,,,0.944,0.273,-0.106,0
2756,Kepler-686,b,1,1.59474546,0.00000011,-0.00000011,0,,,,,1.084,0.176,-0.090,0
2757,Kepler-687,b,1,20.50586978,0.00002828,-0.00002828,0,,,,,0.314,0.014,-0.018,0
2758,Kepler-688,b,1,3.89593684,0.00000080,-0.00000080,0,,,,,0.871,0.157,-0.087,0
2759,Kepler-689,b,1,22.36656079,0.00009811,-0.00009811,0,,,,,0.258,0.031,-0.021,0
2760,Kepler-69,b,2,13.72234100,0.00003500,-0.00003600,0,,,,,0.200,0.039,-0.026,0
2761,Kepler-69,c,2,242.46130000,0.00590000,-0.00640000,0,,,,,0.153,0.030,-0.021,0
2762,Kepler-690,b,1,7.74809437,0.00000763,-0.00000763,0,,,,,0.531,0.163,-0.067,0
2763,Kepler-691,b,1,8.11437900,0.00001125,-0.00001125,0,,,,,0.186,0.008,-0.008,0
2764,Kepler-692,b,1,21.81293494,0.00007140,-0.00007140,0,,,,,0.277,0.033,-0.021,0
2765,Kepler-693,b,1,15.37563332,0.00001072,-0.00001072,0,,,,,0.908,0.045,-0.069,0
2766,Kepler-694,b,1,6.36584161,0.00000810,-0.00000810,0,,,,,0.250,0.046,-0.020,0
2767,Kepler-695,b,1,3.04033042,0.00000030,-0.00000030,0,,,,,0.822,0.063,-0.050,0
